Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
723,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4285.1,4289.9,2026-08-06 12:18:00 PM,2026-08-06 12:31:00 PM,GS,Stop loss,-$50.40,$19719.00,$2.40,$0.00,$0.00,$0.00,$0.00,$48.00,$43.00,$93.40,14,
724,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,4421.2,4424.7,2026-08-13 11:20:00 AM,2026-08-13 11:20:00 AM,GS,Stop loss,-$187.00,$19532.00,$12.00,$0.00,$0.00,$0.00,$0.00,$175.00,$0.00,$187.00,1,
725,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4418.6,4414.9,2026-08-13 11:32:00 AM,2026-08-13 11:35:00 AM,GS,TP1,$34.60,$19566.60,$2.40,$0.00,$0.00,$0.00,$0.00,$41.00,$63.00,$28.40,4,
726,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4418.6,4414.9,2026-08-13 11:32:00 AM,2026-08-13 11:34:03 AM,GS,StallExit,$34.60,$19601.20,$2.40,$0.00,$0.00,$0.00,$0.00,$41.00,$63.00,$28.40,4,
727,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4418.6,4414.5,2026-08-13 11:32:00 AM,2026-08-13 11:34:15 AM,GS,StallExit,$38.60,$19639.80,$2.40,$0.00,$0.00,$0.00,$0.00,$41.00,$63.00,$24.40,4,
728,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4418.6,4415.4,2026-08-13 11:32:00 AM,2026-08-13 11:34:27 AM,GS,StallExit,$29.60,$19669.40,$2.40,$0.00,$0.00,$0.00,$0.00,$41.00,$63.00,$33.40,4,
729,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4418.6,4422.7,2026-08-13 11:32:00 AM,2026-08-13 11:37:00 AM,GS,Stop loss,-$43.40,$19626.00,$2.40,$0.00,$0.00,$0.00,$0.00,$41.00,$63.00,$106.40,6,
730,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,4414.4,4417.3,2026-08-13 12:12:00 PM,2026-08-13 12:12:00 PM,GS,Stop loss,-$157.00,$19469.00,$12.00,$0.00,$0.00,$0.00,$0.00,$145.00,$0.00,$157.00,1,
731,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4439.4,4435.1,2026-08-18 10:41:00 AM,2026-08-18 10:45:00 AM,GS,TP1,$40.60,$19509.60,$2.40,$0.00,$0.00,$0.00,$0.00,$49.00,$54.00,$13.40,5,
732,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4439.4,4435.1,2026-08-18 10:41:00 AM,2026-08-18 10:45:00 AM,GS,TP2,$40.60,$19550.20,$2.40,$0.00,$0.00,$0.00,$0.00,$49.00,$54.00,$13.40,5,
733,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4439.4,4435.1,2026-08-18 10:41:00 AM,2026-08-18 10:44:03 AM,GS,StallExit,$40.60,$19590.80,$2.40,$0.00,$0.00,$0.00,$0.00,$49.00,$54.00,$13.40,5,
734,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4439.4,4435.1,2026-08-18 10:41:00 AM,2026-08-18 10:44:15 AM,GS,StallExit,$40.60,$19631.40,$2.40,$0.00,$0.00,$0.00,$0.00,$49.00,$54.00,$13.40,5,
735,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4439.4,4444.3,2026-08-18 10:41:00 AM,2026-08-18 10:49:00 AM,GS,Stop loss,-$51.40,$19580.00,$2.40,$0.00,$0.00,$0.00,$0.00,$49.00,$54.00,$105.40,9,
736,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4425.7,4422.6,2026-08-18 11:00:00 AM,2026-08-18 11:01:00 AM,GS,TP1,$28.60,$19608.60,$2.40,$0.00,$0.00,$0.00,$0.00,$59.00,$66.00,$37.40,2,
737,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4425.7,4422.6,2026-08-18 11:00:00 AM,2026-08-18 11:00:03 AM,GS,StallExit,$28.60,$19637.20,$2.40,$0.00,$0.00,$0.00,$0.00,$59.00,$66.00,$37.40,2,
738,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4425.7,4422.2,2026-08-18 11:00:00 AM,2026-08-18 11:00:15 AM,GS,StallExit,$32.60,$19669.80,$2.40,$0.00,$0.00,$0.00,$0.00,$59.00,$66.00,$33.40,2,
739,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4425.7,4425.0,2026-08-18 11:00:00 AM,2026-08-18 11:00:33 AM,GS,StallExit,$4.60,$19674.40,$2.40,$0.00,$0.00,$0.00,$0.00,$59.00,$66.00,$61.40,2,
740,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4425.7,4431.6,2026-08-18 11:00:00 AM,2026-08-18 11:05:00 AM,GS,Stop loss,-$61.40,$19613.00,$2.40,$0.00,$0.00,$0.00,$0.00,$59.00,$66.00,$127.40,6,
741,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,4410.7,4416.5,2026-08-18 11:21:00 AM,2026-08-18 11:30:00 AM,GS,Stop loss,-$302.00,$19311.00,$12.00,$0.00,$0.00,$0.00,$0.00,$290.00,$210.00,$512.00,10,
742,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,4573.7,4578.1,2026-08-20 11:02:00 AM,2026-08-20 11:03:00 AM,GL_B,TP1,$41.60,$19352.60,$2.40,$0.00,$0.00,$0.00,$0.00,$15.00,$187.00,$145.40,2,
743,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,4573.7,4578.1,2026-08-20 11:02:00 AM,2026-08-20 11:02:03 AM,GL_B,StallExit,$41.60,$19394.20,$2.40,$0.00,$0.00,$0.00,$0.00,$15.00,$187.00,$145.40,2,
744,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,4573.7,4582.6,2026-08-20 11:02:00 AM,2026-08-20 11:02:15 AM,GL_B,StallExit,$86.60,$19480.80,$2.40,$0.00,$0.00,$0.00,$0.00,$15.00,$187.00,$100.40,2,
745,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,4573.7,4583.2,2026-08-20 11:02:00 AM,2026-08-20 11:02:27 AM,GL_B,StallExit,$92.60,$19573.40,$2.40,$0.00,$0.00,$0.00,$0.00,$15.00,$187.00,$94.40,2,
746,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,4573.7,4581.4,2026-08-20 11:02:00 AM,2026-08-20 11:04:00 AM,GL_B,TP2,$74.60,$19648.00,$2.40,$0.00,$0.00,$0.00,$0.00,$15.00,$187.00,$112.40,3,
747,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,4686.6,4689.6,2026-08-21 1:01:00 PM,2026-08-21 1:10:00 PM,GL_B,TP1,$27.60,$19675.60,$2.40,$0.00,$0.00,$0.00,$0.00,$34.00,$36.00,$8.40,10,
748,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,4686.6,4689.6,2026-08-21 1:01:00 PM,2026-08-21 1:09:03 PM,GL_B,StallExit,$27.60,$19703.20,$2.40,$0.00,$0.00,$0.00,$0.00,$34.00,$36.00,$8.40,10,
749,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,4686.6,4689.8,2026-08-21 1:01:00 PM,2026-08-21 1:09:15 PM,GL_B,StallExit,$29.60,$19732.80,$2.40,$0.00,$0.00,$0.00,$0.00,$34.00,$36.00,$6.40,10,
750,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,4686.6,4689.4,2026-08-21 1:01:00 PM,2026-08-21 1:09:27 PM,GL_B,StallExit,$25.60,$19758.40,$2.40,$0.00,$0.00,$0.00,$0.00,$34.00,$36.00,$10.40,10,
751,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,4686.6,4683.2,2026-08-21 1:01:00 PM,2026-08-21 1:13:00 PM,GL_B,Stop loss,-$36.40,$19722.00,$2.40,$0.00,$0.00,$0.00,$0.00,$34.00,$36.00,$72.40,13,
752,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,4687.9,4694.0,2026-08-24 1:23:00 PM,2026-08-24 1:24:00 PM,GS,Stop loss,-$317.00,$19405.00,$12.00,$0.00,$0.00,$0.00,$0.00,$305.00,$60.00,$377.00,2,
753,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,4658.5,4651.5,2026-08-26 11:01:00 AM,2026-08-26 11:04:00 AM,GS,FullTake,$338.00,$19743.00,$12.00,$0.00,$0.00,$0.00,$0.00,$115.00,$515.00,$177.00,4,
754,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4425.4,4423.5,2026-09-02 10:53:00 AM,2026-09-02 10:57:00 AM,GS,TP1,$16.60,$19759.60,$2.40,$0.00,$0.00,$0.00,$0.00,$25.00,$115.00,$98.40,5,
755,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4425.4,4423.5,2026-09-02 10:53:00 AM,2026-09-02 10:56:03 AM,GS,StallExit,$16.60,$19776.20,$2.40,$0.00,$0.00,$0.00,$0.00,$25.00,$115.00,$98.40,5,
756,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4425.4,4423.1,2026-09-02 10:53:00 AM,2026-09-02 10:56:15 AM,GS,StallExit,$20.60,$19796.80,$2.40,$0.00,$0.00,$0.00,$0.00,$25.00,$115.00,$94.40,5,
757,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4425.4,4422.8,2026-09-02 10:53:00 AM,2026-09-02 10:56:27 AM,GS,StallExit,$23.60,$19820.40,$2.40,$0.00,$0.00,$0.00,$0.00,$25.00,$115.00,$91.40,5,
758,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,4425.4,4414.0,2026-09-02 10:53:00 AM,2026-09-02 11:22:00 AM,GS,TP2,$111.60,$19932.00,$2.40,$0.00,$0.00,$0.00,$0.00,$25.00,$115.00,$3.40,30,
759,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,4315.2,4318.6,2026-09-15 10:53:00 AM,2026-09-15 10:53:00 AM,GS,Stop loss,-$182.00,$19750.00,$12.00,$0.00,$0.00,$0.00,$0.00,$170.00,$0.00,$182.00,1,
760,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,4395.0,4389.9,2026-09-16 10:52:00 AM,2026-09-16 10:56:00 AM,GL_B,Stop loss,-$267.00,$19483.00,$12.00,$0.00,$0.00,$0.00,$0.00,$255.00,$30.00,$297.00,5,
